run_id,timestamp_utc,provider,model,llm_model,experiment_name,experiment_id,sampling_surface,requested_sampling_profile,effective_sampling_profile,requested_sampling_json,effective_sampling_json,unsupported_sampling_json,google_thinking_mode,prompt_version,certificate_version,project_folder,surface,cases_file,case_selector,hypothesis,cases_path,result_file,chain_result_file,import_catalog_file,raw_dir,cases_total,pass_count,false_refusal_count,false_accept_count,request_failure_count,schema_failure_count,parse_failure_count,kernel_failure_count,contract_failure_count,format_failure_count,avg_latency_ms,max_latency_ms,run_elapsed_seconds,category_count
phase1-expanded-100-20260404-01_phase1-expanded-100-main-glm-5-cloud-r04,2026-04-04T20:58:08Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-seed42-topp1-r04-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_38a29f3850a0.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_38a29f3850a0,100,88,0,0,3,6,0,2,0,1,15117.82,60001,1512,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-glm-5-cloud-r05,2026-04-04T20:58:30Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-seed42-topp1-r05-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_65b43f9cb144.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_65b43f9cb144,100,92,0,0,0,6,0,1,0,1,13006.00,51453,1301,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-glm-5-cloud-r06,2026-04-04T20:59:48Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-seed42-topp1-r06-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_e02f332d6e87.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_e02f332d6e87,100,91,0,0,1,3,0,3,0,2,12490.85,60000,1249,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-glm-5-cloud-r08,2026-04-04T21:21:31Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-seed42-topp1-r08-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_03c5e4fd4c8e.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_03c5e4fd4c8e,100,92,0,0,0,6,0,2,0,0,13801.72,48388,1380,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-glm-5-cloud-r07,2026-04-04T21:22:36Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-seed42-topp1-r07-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_5c734d7e1159.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_5c734d7e1159,100,86,0,0,1,8,0,4,0,1,14673.80,60000,1468,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-glm-5-cloud-r09,2026-04-04T21:24:48Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-seed42-topp1-r09-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_2a1d0b3572ad.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_2a1d0b3572ad,100,92,0,0,1,6,0,1,0,0,14978.39,60000,1498,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-deepseek-v3-1-671b-cloud-r01,2026-04-04T21:27:15Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-seed42-topp1-r01-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_859be9e5b550.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_859be9e5b550,100,75,9,0,0,6,0,10,0,0,2766.67,14698,277,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-deepseek-v3-1-671b-cloud-r02,2026-04-04T21:29:51Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-seed42-topp1-r02-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_ed446f39dc15.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_ed446f39dc15,100,70,9,0,0,6,0,15,0,0,3018.21,14187,302,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-deepseek-v3-1-671b-cloud-r03,2026-04-04T21:31:50Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-seed42-topp1-r03-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_3ca8591374b2.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_3ca8591374b2,100,77,6,0,0,8,0,9,0,0,2736.94,11837,274,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-deepseek-v3-1-671b-cloud-r04,2026-04-04T21:35:13Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-seed42-topp1-r04-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_dfcdcbd92e42.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_dfcdcbd92e42,100,73,7,0,0,7,0,13,0,0,3211.05,29530,321,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-deepseek-v3-1-671b-cloud-r05,2026-04-04T21:38:29Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-seed42-topp1-r05-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_70bbcae4f782.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_70bbcae4f782,100,69,7,0,0,6,0,18,0,0,3977.87,48742,398,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-deepseek-v3-1-671b-cloud-r06,2026-04-04T21:39:49Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-seed42-topp1-r06-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_868644a08497.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_868644a08497,100,68,11,0,0,10,0,11,0,0,2738.20,15269,274,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-glm-5-cloud-r10,2026-04-04T21:42:48Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-seed42-topp1-r10-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_927722fac5ea.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_927722fac5ea,100,90,0,0,0,8,0,1,0,1,12752.36,41295,1275,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-deepseek-v3-1-671b-cloud-r07,2026-04-04T21:43:07Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-seed42-topp1-r07-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_79e32433a509.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_79e32433a509,100,67,10,0,0,10,0,13,0,0,2765.58,24079,277,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-deepseek-v3-1-671b-cloud-r08,2026-04-04T21:44:13Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-seed42-topp1-r08-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_e92506762bb5.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_e92506762bb5,100,72,9,0,0,6,0,13,0,0,2629.80,17078,263,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-deepseek-v3-1-671b-cloud-r09,2026-04-04T21:47:47Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-seed42-topp1-r09-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_51419144d767.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_51419144d767,100,70,9,0,0,7,0,13,0,1,2976.23,18774,298,5
phase1-expanded-100-20260404-01_phase1-expanded-100-main-deepseek-v3-1-671b-cloud-r10,2026-04-04T21:48:55Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-seed42-topp1-r10-20260404,compatible_openai_chat_completions,seed42_topp1,seed42_topp1,"{""seed"":42,""top_p"":1}","{""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-v1.3,1.0.0,hilbert-ai-verification-benchmark-v2-held-out,direct,cases/phase1-expanded-100.csv,all,A minimal Hilbert-style certificate kernel can serve as a useful trust boundary for a formalizable subset of AI-assisted reasoning outputs.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/cases/phase1-expanded-100.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/result/result_bj_252432e1429d.csv,,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-v2-held-out/raw/bj_252432e1429d,100,66,8,0,1,9,0,16,0,0,3470.29,60000,347,5
