run_id,timestamp_utc,provider,model,llm_model,experiment_name,experiment_id,sampling_surface,requested_sampling_profile,effective_sampling_profile,requested_sampling_json,effective_sampling_json,unsupported_sampling_json,google_thinking_mode,prompt_version,certificate_version,project_folder,surface,theorem_pack_id,theorems_file,case_selector,hypothesis,theorems_path,result_file,chain_result_file,raw_dir,cases_total,pass_count,false_refusal_count,false_accept_count,request_failure_count,schema_failure_count,parse_failure_count,kernel_failure_count,format_failure_count,avg_latency_ms,max_latency_ms,run_elapsed_seconds,category_count
phase2-2026040_nd_local-compatible-glm-5-cloud-r03,2026-04-03T04:57:04Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-temp0-seed42-topp1-r03-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_f993ec3f5b8c.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_f993ec3f5b8c,8,7,0,0,1,0,0,0,0,16191.38,60000,129,6
phase2-2026040_nd_local-compatible-glm-5-cloud-r04,2026-04-03T05:00:40Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-temp0-seed42-topp1-r04-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_9313022c28f9.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_9313022c28f9,8,7,0,0,1,0,0,0,0,26808.50,60000,214,6
phase2-2026040_nd_local-compatible-glm-5-cloud-r05,2026-04-03T05:04:08Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-temp0-seed42-topp1-r05-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_54da676939ca.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_54da676939ca,8,8,0,0,0,0,0,0,0,25868.50,57571,207,6
phase2-2026040_nd_local-compatible-glm-5-cloud-r06,2026-04-03T05:06:55Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-temp0-seed42-topp1-r06-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_568d4e439dcc.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_568d4e439dcc,8,6,0,0,1,1,0,0,0,20690.25,60000,165,6
phase2-2026040_nd_local-compatible-glm-5-cloud-r07,2026-04-03T05:09:48Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-temp0-seed42-topp1-r07-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_5d9a305e825a.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_5d9a305e825a,8,7,0,0,1,0,0,0,0,21549.12,60000,172,6
phase2-2026040_nd_local-compatible-glm-5-cloud-r08,2026-04-03T05:12:27Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-temp0-seed42-topp1-r08-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_80a2c5e6d861.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_80a2c5e6d861,8,6,0,0,1,1,0,0,0,19790.00,60000,158,6
phase2-2026040_nd_local-compatible-glm-5-cloud-r09,2026-04-03T05:15:15Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-temp0-seed42-topp1-r09-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_97f5c233fbe5.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_97f5c233fbe5,8,7,0,0,1,0,0,0,0,20859.00,60000,167,6
phase2-2026040_nd_local-compatible-glm-5-cloud-r10,2026-04-03T05:17:49Z,compatible,compatible:glm-5:cloud,glm-5:cloud,formal-mode,formal-mode-temp0-seed42-topp1-r10-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_f35e39991164.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_f35e39991164,8,7,0,0,1,0,0,0,0,19115.75,60000,153,6
phase2-2026040_nd_local-compatible-deepseek-v3-1-671b-cloud-r01,2026-04-03T05:18:19Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r01-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_d8ea39b6fd12.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_d8ea39b6fd12,8,6,0,0,0,2,0,0,0,3684.00,7284,29,6
phase2-2026040_nd_local-compatible-deepseek-v3-1-671b-cloud-r02,2026-04-03T05:18:55Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r02-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_6428a874eac4.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_6428a874eac4,8,7,0,0,0,1,0,0,0,4458.25,10926,35,6
phase2-2026040_nd_local-compatible-deepseek-v3-1-671b-cloud-r03,2026-04-03T05:19:41Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r03-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_263e1d2474fb.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_263e1d2474fb,8,7,0,0,0,1,0,0,0,5633.62,12299,45,6
phase2-2026040_nd_local-compatible-deepseek-v3-1-671b-cloud-r04,2026-04-03T05:20:12Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r04-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_2d3c78853fac.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_2d3c78853fac,8,6,0,0,0,2,0,0,0,3681.12,7514,29,6
phase2-2026040_nd_local-compatible-deepseek-v3-1-671b-cloud-r05,2026-04-03T05:20:43Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r05-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_108b5b99a938.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_108b5b99a938,8,6,0,0,0,2,0,0,0,3759.88,7455,30,6
phase2-2026040_nd_local-compatible-deepseek-v3-1-671b-cloud-r06,2026-04-03T05:21:25Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r06-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_d018f57c8932.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_d018f57c8932,8,6,0,0,0,2,0,0,0,5183.12,11325,41,6
phase2-2026040_nd_local-compatible-deepseek-v3-1-671b-cloud-r07,2026-04-03T05:21:58Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r07-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_b40e16b934fd.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_b40e16b934fd,8,7,0,0,0,1,0,0,0,3956.50,8475,31,6
phase2-2026040_nd_local-compatible-deepseek-v3-1-671b-cloud-r08,2026-04-03T05:22:43Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r08-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_7cbff4d34f32.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_7cbff4d34f32,8,6,0,0,0,2,0,0,0,5590.38,14057,44,6
phase2-2026040_nd_local-compatible-deepseek-v3-1-671b-cloud-r09,2026-04-03T05:23:19Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r09-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_339ab7cd7dd5.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_339ab7cd7dd5,8,6,0,0,0,2,0,0,0,4307.88,9362,34,6
phase2-2026040_nd_local-compatible-deepseek-v3-1-671b-cloud-r10,2026-04-03T05:23:53Z,compatible,compatible:deepseek-v3.1:671b-cloud,deepseek-v3.1:671b-cloud,formal-mode,formal-mode-temp0-seed42-topp1-r10-20260403,compatible_openai_chat_completions,temp0_seed42_topp1,temp0_seed42_topp1,"{""temperature"":0,""seed"":42,""top_p"":1}","{""temperature"":0,""seed"":42,""top_p"":1}",,,hilbert-ai-verification-benchmark-nd-v1.1,1.0.0,hilbert-ai-verification-benchmark-nd-v1,nd,pilot_shared_20260327,theorems/pilot_shared_20260327.csv,all,A Natural Deduction front-end with deterministic lowering into Hilbert certificates may improve end-to-end verified performance while preserving the Hilbert kernel as the final trust boundary.,C:/Users/nokclock/Documents/GitHub/collabsphere/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/theorems/pilot_shared_20260327.csv,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/result/result_bj_3e88d9b91d93.csv,,C:/Users/nokclock/Documents/GitHub/llm-verifyier/research/artifacts/hilbert-ai-verification-benchmark-nd-v1/raw/bj_3e88d9b91d93,8,6,0,0,0,2,0,0,0,4142.88,13113,33,6
